pl_name,hostname,disc_year,discoverymethod,disc_facility,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist,sy_snum,sy_pnum
"HD 81040 b","HD 81040",2005,"Radial Velocity","Multiple Observatories",1002.70000000000,1.9460000000,12.60000000,2301.07766668,189.77,5755.00,34.43410000,1,1
"HD 93083 b","HD 93083",2005,"Radial Velocity","La Silla Observatory",144.72000000000,0.5080000000,14.30000000,143.34061156,311.57,5033.80,28.51590000,1,2
"HD 99109 b","HD 99109",2005,"Radial Velocity","W. M. Keck Observatory",439.29999000000,1.1100000000,14.30000000,139.84520000,239.32,5282.00,54.79010000,1,1
"HIP 14810 b","HIP 14810",2005,"Radial Velocity","W. M. Keck Observatory",6.67389200000,0.0696000000,13.00000000,1239.53700000,1048.20,5544.00,50.48000000,1,3
"OGLE-2005-BLG-071L b","OGLE-2005-BLG-071L",2005,"Microlensing","OGLE",,3.6000000000,13.00000000,1200.00000000,55.00,,3200.00000000,1,1
"OGLE-2005-BLG-390L b","OGLE-2005-BLG-390L",2005,"Microlensing","OGLE",3285.00000000000,2.6000000000,2.21000000,5.50000000,50.00,,6600.00000000,1,1
"4 UMa b","4 UMa",2006,"Radial Velocity","Thueringer Landessternwarte Tautenburg",270.27000000000,0.8770000000,12.60000000,2511.48007211,967.44,4415.00,73.46030000,1,1
"CHXR 73 b","CHXR 73",2006,"Imaging","Hubble Space Telescope",,210.0000000000,12.30000000,3994.48600000,,3099.00,190.37400000,1,1
"GJ 849 b","GJ 849",2006,"Radial Velocity","W. M. Keck Observatory",1925.31000000000,2.3200000000,13.90000000,283.82076745,73.63,3467.00,8.80058000,1,2
"HAT-P-1 b","HAT-P-1",2006,"Transit","HATNet",4.46529976000,0.0556100000,14.78467100,166.86075000,1322.00,5980.00,158.97900000,2,1
"HD 102195 b","HD 102195",2006,"Radial Velocity","Kitt Peak National Observatory",4.11377000000,0.0500000000,14.20000000,130.31030000,1035.17,5301.00,29.33860000,1,1
"HD 10647 b","HD 10647",2006,"Radial Velocity","W. M. Keck Observatory",989.20000000000,2.0150000000,13.80000000,298.75000000,221.54,6218.00,17.33570000,1,1
"HD 154345 b","HD 154345",2006,"Radial Velocity","W. M. Keck Observatory",3280.00000000000,4.1580000000,13.70000000,376.94449070,119.21,5468.00,18.28400000,1,1
"HD 159868 b","HD 159868",2006,"Radial Velocity","Anglo-Australian Telescope",1184.10000000000,2.3200000000,13.30000000,704.94694000,255.69,5534.00,55.85030000,1,2
"HD 160691 e","HD 160691",2006,"Radial Velocity","La Silla Observatory",307.90000000000,0.9600000000,,2224.79884900,327.66,5773.00,15.59810000,1,4
"HD 185269 b","HD 185269",2006,"Radial Velocity","Lick Observatory",6.83776000000,0.0770000000,13.80000000,321.00830000,1455.61,5923.00,51.99170000,3,1
"HD 187085 b","HD 187085",2006,"Radial Velocity","Anglo-Australian Telescope",1019.74000000000,2.1000000000,13.90000000,265.70588000,229.38,6117.00,45.89930000,1,1
"HD 203030 b","HD 203030",2006,"Imaging","Palomar Observatory",,487.1000000000,14.45958510,3496.11247700,1040.00,5603.00,39.25030000,1,1
"HD 20782 b","HD 20782",2006,"Radial Velocity","Anglo-Australian Telescope",597.06430000000,1.3649000000,13.60000000,472.83000000,253.34,5782.13,35.98640000,2,5
"HD 224693 b","HD 224693",2006,"Radial Velocity","W. M. Keck Observatory",26.69040000000,0.1910000000,14.00000000,222.48100000,903.45,5894.00,93.50150000,1,1
"HD 23127 b","HD 23127",2006,"Radial Velocity","Anglo-Australian Telescope",1211.17000000000,2.3700000000,13.50000000,485.32641000,223.40,5843.00,93.85550000,1,1
"HD 24040 b","HD 24040",2006,"Radial Velocity","W. M. Keck Observatory",3668.00000000000,4.9200000000,12.90000000,1589.14203500,143.81,5802.00,46.62240000,1,2
"HD 33283 b","HD 33283",2006,"Radial Velocity","W. M. Keck Observatory",18.19910000000,0.1508000000,12.50000000,104.56607000,1034.40,5935.00,89.86230000,2,1
"HD 62509 b","HD 62509",2006,"Radial Velocity","Multiple Observatories",589.64000000000,1.6400000000,13.30000000,731.00000000,549.60,4892.63,10.34000000,1,1
"HD 69830 b","HD 69830",2006,"Radial Velocity","La Silla Observatory",8.66700000000,0.0785000000,3.17000000,10.20000000,872.84,5385.00,12.55910000,1,3
"HD 69830 c","HD 69830",2006,"Radial Velocity","La Silla Observatory",31.56000000000,0.1860000000,3.46000000,11.80000000,567.04,5385.00,12.55910000,1,3
"HD 69830 d","HD 69830",2006,"Radial Velocity","La Silla Observatory",197.00000000000,0.6300000000,4.45000000,18.10000000,308.10,5385.00,12.55910000,1,3
"HD 86081 b","HD 86081",2006,"Radial Velocity","W. M. Keck Observatory",2.13784310000,0.0346000000,13.60000000,470.38840000,1860.31,5939.00,103.93600000,2,1
"HIP 14810 c","HIP 14810",2006,"Radial Velocity","W. M. Keck Observatory",147.74700000000,0.5490000000,13.60000000,416.35730000,373.22,5544.00,50.48000000,1,3
"HN Peg b","HN Peg",2006,"Imaging","Spitzer Space Telescope",,773.0000000000,11.77680000,6991.57000000,10.77,6186.00,18.11860000,1,1
"LP 261-75 b","LP 261-75 A",2006,"Imaging","Apache Point Observatory",,450.0000000000,12.10000000,6674.39654700,1500.00,3138.00,33.92800000,1,1
"OGLE-2005-BLG-169L b","OGLE-2005-BLG-169L",2006,"Microlensing","OGLE",,3.5000000000,3.84000000,14.10000000,,,4100.00000000,1,1
"Oph 11 b","Oph 11",2006,"Imaging","Gemini Observatory",7300000.00000000000,243.0000000000,12.30000000,4449.62000000,2175.00,2375.00,136.16559197,1,1
"SWEEPS-11 b","SWEEPS-11",2006,"Transit","Hubble Space Telescope",1.79600000000,0.0300000000,12.66600000,3082.82000000,,,8500.00000000,1,1
"SWEEPS-4 b","SWEEPS-4",2006,"Transit","Hubble Space Telescope",4.20000000000,0.0550000000,9.07900000,1207.70000000,,,8500.00000000,1,1
"TrES-2 b","TrES-2",2006,"Transit","TrES",2.47063000000,0.0356800000,15.24424000,473.56670000,1466.00,5850.00,215.32000000,2,1
"XO-1 b","XO-1",2006,"Transit","XO",3.94153000000,0.0488000000,12.77826000,263.79890000,1210.00,5750.00,163.55300000,1,1
"eps Tau b","eps Tau",2006,"Radial Velocity","Okayama Astrophysical Observatory",585.82000000000,1.8780000000,12.70000000,2285.18624633,603.08,4877.00,47.52852000,1,1
"11 Com b","11 Com",2007,"Radial Velocity","Xinglong Station",323.21000000000,1.1780000000,12.20000000,4914.89848585,803.26,4874.00,93.18460000,2,1
"55 Cnc f","55 Cnc",2007,"Radial Velocity","Multiple Observatories",260.58000000000,0.8020000000,7.59000000,44.81200000,277.07,5198.00,12.58550000,2,7
"BD-13 2130 b","BD-13 2130",2007,"Radial Velocity","La Silla Observatory",714.29999000000,1.6600000000,12.50000000,3108.37740000,744.77,4545.00,925.21400000,1,1
"CT Cha b","CT Cha",2007,"Imaging","Paranal Observatory",,440.0000000000,24.66000000,5403.00000000,2600.00,4403.00,190.72000000,1,1
"GJ 317 b","GJ 317",2007,"Radial Velocity","W. M. Keck Observatory",695.69000000000,1.1380000000,13.30000000,794.50000000,100.32,3496.00,15.19680000,1,2
"GJ 581 c","GJ 581",2007,"Radial Velocity","La Silla Observatory",12.92110000000,0.0718000000,2.50000000,6.81000000,346.13,3500.00,6.29810000,1,3
"GJ 674 b","GJ 674",2007,"Radial Velocity","La Silla Observatory",4.69380000000,0.0390000000,3.33000000,11.09000000,530.80,3600.00,4.54896000,1,1
"HAT-P-2 b","HAT-P-2",2007,"Transit","HATNet",5.63351580000,0.0681400000,10.65975900,2866.81223114,1540.00,6380.00,127.77400000,1,2
"HAT-P-3 b","HAT-P-3",2007,"Transit","HATNet",2.89970000000,0.0386600000,10.53646000,206.58950000,1189.00,5185.00,134.55400000,2,1
"HAT-P-4 b","HAT-P-4",2007,"Transit","HATNet",3.05653600000,0.0443800000,14.28000000,213.25500000,1686.00,5860.00,320.45100000,2,1
"HAT-P-5 b","HAT-P-5",2007,"Transit","HATNet",2.78849000000,0.0407300000,13.56289000,311.47340000,1517.00,5960.00,303.33600000,1,1
"HAT-P-6 b","HAT-P-6",2007,"Transit","HATNet",3.85298000000,0.0523900000,16.58932000,419.53560000,1675.00,6570.00,275.35800000,1,1
"HD 100777 b","HD 100777",2007,"Radial Velocity","La Silla Observatory",383.00000000000,1.0600000000,13.70000000,390.92894061,264.28,5533.00,49.53360000,1,1
"HD 11506 b","HD 11506",2007,"Radial Velocity","W. M. Keck Observatory",1617.70000000000,2.8850000000,12.90000000,1551.00262616,193.57,6123.00,51.26100000,1,3
"HD 125612 b","HD 125612",2007,"Radial Velocity","W. M. Keck Observatory",557.69994000000,1.3490000000,13.20000000,945.22168242,253.38,5900.00,57.62070000,2,3
"HD 132406 b","HD 132406",2007,"Radial Velocity","Haute-Provence Observatory",908.00000000000,1.9800000000,12.80000000,1887.90073758,228.73,5766.00,70.78320000,1,1
"HD 155358 b","HD 155358",2007,"Radial Velocity","McDonald Observatory",194.30000000000,0.6300000000,13.80000000,314.65170000,421.43,5905.00,43.61970000,1,2
"HD 155358 c","HD 155358",2007,"Radial Velocity","McDonald Observatory",391.90000000000,1.0200000000,13.90000000,261.00000000,330.92,5900.00,43.61970000,1,2
"HD 156846 b","HD 156846",2007,"Radial Velocity","La Silla Observatory",359.51001000000,1.1200000000,12.40000000,3391.24610000,382.49,6090.00,47.73320000,2,1
"HD 167042 b","HD 167042",2007,"Radial Velocity","Lick Observatory",417.67000000000,1.2200000000,13.60000000,444.00628458,462.08,4919.00,49.66330000,1,1
"HD 170469 b","HD 170469",2007,"Radial Velocity","W. M. Keck Observatory",1145.00000000000,2.2400000000,14.10000000,209.76780000,209.60,5842.00,60.17800000,2,1
"HD 17092 b","HD 17092",2007,"Radial Velocity","McDonald Observatory",359.89999000000,1.3100000000,12.50000000,3219.61790000,671.64,4326.00,228.42200000,1,1
"HD 171028 b","HD 171028",2007,"Radial Velocity","La Silla Observatory",550.00000000000,1.3200000000,13.20000000,832.71460000,374.07,5671.00,111.65900000,1,1
"HD 17156 b","HD 17156",2007,"Radial Velocity","Subaru Telescope",21.21642940000,0.1632000000,12.26262489,1036.12060682,888.00,6046.00,78.08630000,1,1
"HD 175541 b","HD 175541",2007,"Radial Velocity","W. M. Keck Observatory",298.43000000000,0.9750000000,14.10000000,190.06234000,501.11,5013.00,129.60300000,1,1
"HD 190647 b","HD 190647",2007,"Radial Velocity","La Silla Observatory",1176.45000000000,2.2310000000,13.40000000,630.89255000,214.19,5656.00,54.47380000,1,1
"HD 192699 b","HD 192699",2007,"Radial Velocity","Lick Observatory",340.94000000000,1.0630000000,13.40000000,666.17168000,495.11,5041.00,71.86270000,1,1
"HD 196885 A b","HD 196885 A",2007,"Radial Velocity","Haute-Provence Observatory",1333.00000000000,2.3700000000,13.20000000,819.97000000,224.21,6254.00,34.16920000,2,1
"HD 210702 b","HD 210702",2007,"Radial Velocity","Lick Observatory",355.50000000000,1.0790000000,13.60000000,481.51003660,485.86,4912.00,54.19630000,1,1
"HD 219828 b","HD 219828",2007,"Radial Velocity","La Silla Observatory",3.83483000000,0.0490000000,4.59000000,19.06970442,1602.83,5891.00,73.11400000,1,2
"HD 221287 b","HD 221287",2007,"Radial Velocity","La Silla Observatory",456.10000000000,1.2500000000,13.10000000,982.05000000,290.13,6304.00,55.92310000,1,1
"HD 231701 b","HD 231701",2007,"Radial Velocity","W. M. Keck Observatory",141.63000000000,0.5670000000,13.70000000,359.14790000,483.27,6101.00,108.87700000,1,1
"HD 4113 b","HD 4113",2007,"Radial Velocity","La Silla Observatory",526.52390000000,1.2800000000,13.50000000,541.26177712,251.65,5688.00,41.87270000,3,1
"HD 43691 b","HD 43691",2007,"Radial Velocity","Haute-Provence Observatory",36.99870000000,0.2380000000,13.20000000,810.46650000,761.79,6093.00,85.60090000,3,1
"HD 5319 b","HD 5319",2007,"Radial Velocity","W. M. Keck Observatory",637.10000000000,1.5700000000,13.50000000,494.54348000,377.72,4871.00,121.40500000,1,2
"HD 70573 b","HD 70573",2007,"Radial Velocity","La Silla Observatory",851.80000000000,1.7600000000,12.80000000,1900.00000000,206.11,5737.00,59.18200000,1,1
"HD 75898 b","HD 75898",2007,"Radial Velocity","W. M. Keck Observatory",422.82000000000,1.2025000000,13.20000000,810.46243785,335.16,6122.00,78.05050000,1,2
"HD 81688 b","HD 81688",2007,"Radial Velocity","Okayama Astrophysical Observatory",183.93000000000,0.6480000000,13.50000000,525.68818518,958.66,4797.00,85.71830000,1,1
"Lupus-TR-3 b","Lupus-TR-3",2007,"Transit","Multiple Observatories",3.91405000000,0.0464000000,9.97600000,257.43100000,1013.56,5000.00,773.40900000,1,1
"OGLE-TR-182 b","OGLE-TR-182",2007,"Transit","OGLE",3.97910000000,0.0510000000,12.66600000,320.99500000,1550.00,5924.00,2501.75000000,1,1
"OGLE-TR-211 b","OGLE-TR-211",2007,"Transit","OGLE",3.67724000000,0.0510000000,15.24400000,327.35100000,1686.00,6325.00,1515.26000000,1,1
"TrES-3 b","TrES-3",2007,"Transit","TrES",1.30618581000,0.0228200000,14.97500000,607.03000000,1638.00,5650.00,231.33700000,1,1
"TrES-4 b","TrES-4",2007,"Transit","TrES",3.55395000000,0.0508400000,18.04649000,247.90740000,1778.00,6200.00,515.98000000,2,1
"V0391 Peg b","V0391 Peg",2007,"Pulsation Timing Variations","Multiple Observatories",1170.00000000000,1.7000000000,13.10000000,1017.05600000,519.69,29300.00,1195.98000000,1,1
"WASP-1 b","WASP-1",2007,"Transit","SuperWASP",2.51994540000,0.0388900000,16.62300000,271.41500000,1812.00,6110.00,393.07200000,2,1
"WASP-2 b","WASP-2",2007,"Transit","SuperWASP",2.15217500000,0.0314400000,12.11692900,295.89973000,1311.00,5180.00,153.24200000,2,1
"WASP-3 b","WASP-3",2007,"Transit","SuperWASP",1.84683000000,0.0315000000,15.91678000,772.32690000,2020.00,6400.00,231.16100000,3,1
"WASP-4 b","WASP-4",2007,"Transit","SuperWASP",1.33823099400,0.0226100000,15.12091496,381.39408840,1653.00,5436.00,267.20600000,1,1
"XO-2 N b","XO-2 N",2007,"Transit","XO",2.61585906000,0.0366600000,11.13053700,199.91507000,1328.00,5290.00,154.27300000,2,4
"XO-3 b","XO-3",2007,"Transit","XO",3.19152309000,0.0481500000,14.79585452,4217.58296089,1890.00,6970.00,213.05300000,1,1
"kap CrB b","kap CrB",2007,"Radial Velocity","Lick Observatory",1253.68000000000,2.5000000000,13.40000000,591.16380000,319.32,4840.00,30.06510000,1,1
"xi Aql b","xi Aql",2007,"Radial Velocity","Okayama Astrophysical Observatory",136.97000000000,0.6250000000,13.40000000,616.90493799,973.07,4841.00,56.18580000,1,1
"14 And b","14 And",2008,"Radial Velocity","Okayama Astrophysical Observatory",186.76000000000,0.7750000000,13.10000000,1131.15130051,909.92,4888.00,75.43920000,1,1
"18 Del b","18 Del",2008,"Radial Velocity","Okayama Astrophysical Observatory",982.85000000000,2.4760000000,12.50000000,2926.24614325,452.72,4980.00,76.22200000,2,1
"1RXS J160929.1-210524 b","1RXS J160929.1-210524",2008,"Imaging","Gemini Observatory",,330.0000000000,18.64700000,3000.00000000,1700.00,4060.00,139.13500000,1,1
"6 Lyn b","6 Lyn",2008,"Radial Velocity","Okayama Astrophysical Observatory",919.86000000000,2.0280000000,13.40000000,597.83523357,371.86,4941.00,54.65990000,1,1
"81 Cet b","81 Cet",2008,"Radial Velocity","Okayama Astrophysical Observatory",1005.57000000000,2.1040000000,13.10000000,1051.05854195,526.92,4734.00,101.26000000,1,1
"BD-17 63 b","BD-17 63",2008,"Radial Velocity","La Silla Observatory",655.57000000000,1.3400000000,12.80000000,1639.99458012,168.92,4714.00,34.46030000,1,1
"CoRoT-1 b","CoRoT-1",2008,"Transit","CoRoT",1.50895570000,0.0275200000,16.70000000,327.35000000,1898.00,5950.00,787.90900000,1,1
"CoRoT-2 b","CoRoT-2",2008,"Transit","CoRoT",1.74299350000,0.0279800000,16.43200000,1102.82000000,1521.00,5625.00,213.28300000,2,1
"CoRoT-3 b","CoRoT-3",2008,"Transit","CoRoT",4.25680000000,0.0578300000,11.32000000,6883.91000000,1695.00,6740.00,768.77100000,1,1
"CoRoT-4 b","CoRoT-4",2008,"Transit","CoRoT",9.20205000000,0.0900000000,13.34000000,228.83000000,1074.00,6190.00,726.41200000,1,1
"FU Tau b","FU Tau",2008,"Imaging","Spitzer Space Telescope",,800.0000000000,12.20000000,5085.28000000,2375.00,2838.00,133.49504660,1,1
"GJ 832 b","GJ 832",2008,"Radial Velocity","Anglo-Australian Telescope",3853.00000000000,3.7000000000,13.80000000,314.65012293,57.84,3472.00,4.96435000,1,1
"HAT-P-7 b","HAT-P-7",2008,"Transit","HATNet",2.20474000000,0.0380900000,16.92559000,584.80720000,2733.00,6389.00,341.07900000,3,1
"HAT-P-8 b","HAT-P-8",2008,"Transit","HATNet",3.07634000000,0.0449600000,15.69260000,406.82240000,1713.00,6200.00,211.55300000,3,1
"HAT-P-9 b","HAT-P-9",2008,"Transit","HATNet",3.92281072000,0.0528700000,15.61413700,238.05467000,1540.00,6350.00,455.20300000,1,1
"HD 102272 b","HD 102272",2008,"Radial Velocity","McDonald Observatory",127.58000000000,0.5100000000,12.90000000,1570.08020000,1038.01,4790.00,347.09700000,1,1
"HD 11506 c","HD 11506",2008,"Radial Velocity","W. M. Keck Observatory",223.92000000000,0.7710000000,14.00000000,127.13136280,374.44,6123.00,51.26100000,1,3
"HD 11964 c","HD 11964",2008,"Radial Velocity","W. M. Keck Observatory",37.91000000000,0.2290000000,5.38000000,25.00000000,757.54,5303.00,33.53690000,2,2
"HD 139357 b","HD 139357",2008,"Radial Velocity","Thueringer Landessternwarte Tautenburg",1124.79139000000,2.9490000000,12.10000000,6315.56827550,446.97,4700.00,112.09000000,1,1
"HD 143361 b","HD 143361",2008,"Radial Velocity","Las Campanas Observatory",1039.15000000000,1.9880000000,12.90000000,1382.55357045,180.26,5507.00,68.51460000,1,1
"HD 145377 b","HD 145377",2008,"Radial Velocity","La Silla Observatory",103.95000000000,0.4500000000,12.80000000,1913.33660000,442.98,6014.00,53.48840000,1,1
"HD 153950 b","HD 153950",2008,"Radial Velocity","La Silla Observatory",499.39999000000,1.2800000000,13.20000000,937.59850000,295.30,6124.00,48.45490000,1,1
"HD 154672 b","HD 154672",2008,"Radial Velocity","Las Campanas Observatory",163.94000000000,0.6000000000,12.80000000,1706.74710000,410.76,5743.00,63.04840000,1,1
"HD 16417 b","HD 16417",2008,"Radial Velocity","Anglo-Australian Telescope",17.24000000000,0.1400000000,5.00000000,22.10000000,964.00,5841.00,25.39360000,2,1
"HD 173416 b","HD 173416",2008,"Radial Velocity","Xinglong Station",322.03000000000,1.1580000000,13.40000000,585.12209729,771.03,4683.00,132.18400000,1,1
"HD 179079 b","HD 179079",2008,"Radial Velocity","W. M. Keck Observatory",14.47900000000,0.1214000000,,4195.33497240,997.61,5646.00,69.71160000,1,1
"HD 181433 b","HD 181433",2008,"Radial Velocity","La Silla Observatory",9.37450000000,0.0828000000,,1708.64551603,732.52,4918.00,26.87620000,1,3
"HD 181433 c","HD 181433",2008,"Radial Velocity","La Silla Observatory",1018.50000000000,1.8850000000,,2207.00045821,153.53,4918.00,26.87620000,1,3
"HD 181433 d","HD 181433",2008,"Radial Velocity","La Silla Observatory",6896.10000000000,6.7400000000,13.20000000,858.13669890,81.19,4918.00,26.87620000,1,3
"HD 183263 c","HD 183263",2008,"Radial Velocity","W. M. Keck Observatory",4667.97841000000,5.5850000000,12.50000000,2958.98246917,134.60,5948.00,54.19550000,1,2
"HD 187123 c","HD 187123",2008,"Radial Velocity","W. M. Keck Observatory",3810.00000000000,4.8900000000,13.20000000,912.16752809,135.42,5790.00,45.95480000,1,2
"HD 205739 b","HD 205739",2008,"Radial Velocity","Las Campanas Observatory",279.80000000000,0.8960000000,13.60000000,435.41000000,362.84,6176.00,92.50870000,1,1
"HD 20868 b","HD 20868",2008,"Radial Velocity","La Silla Observatory",380.85001000000,0.9500000000,13.70000000,397.28750000,207.11,4802.00,47.72230000,1,1
"HD 285968 b","HD 285968",2008,"Radial Velocity","La Silla Observatory",8.78360000000,0.0660000000,2.83000000,8.40000000,450.00,3703.49,9.47045000,1,1
"HD 45364 b","HD 45364",2008,"Radial Velocity","La Silla Observatory",225.79000000000,0.6793000000,9.03000000,60.16491745,301.69,5466.00,34.35400000,1,2
"HD 45364 c","HD 45364",2008,"Radial Velocity","La Silla Observatory",345.43000000000,0.9020000000,14.20000000,174.48779544,261.82,5466.00,34.35400000,1,2
"HD 45652 b","HD 45652",2008,"Radial Velocity","Haute-Provence Observatory",44.07300000000,0.2370000000,14.30000000,137.62039000,508.40,5294.00,34.85410000,1,1
"HD 47186 b","HD 47186",2008,"Radial Velocity","La Silla Observatory",4.08450000000,0.0500000000,5.02000000,22.24810000,1267.79,5657.00,37.45740000,1,2
